name,crunchlink,category,country,state,city,round,date,year,money,
Materia,/organization/materia,Manufacturing,USA,CA,Pasadena,venture,2014-03-14,2014,"14,900,000"
Material Wrld,/organization/material-wrld,Fashion,USA,NY,New York,seed,2012-12-11,2012,"780,000"
Materials and Systems Research,/organization/materials-and-systems-research,Market Research,USA,UT,Salt Lake City,venture,2014-09-04,2014,"2,800,000"
Materna Medical,/organization/materna-medical,Health Care,USA,CA,San Francisco,angel,2010-12-01,2010,"1,000,000"
Mathsoft Engineering & Education,/organization/mathsoft-engineering-education,Software,USA,MA,Cambridge,B,2005-03-09,2005,"3,000,000"
Mati Therapeutics,/organization/mati-therapeutics,Biotechnology,USA,TX,Austin,venture,2013-04-15,2013,"1,310,000"
Mati Therapeutics,/organization/mati-therapeutics,Biotechnology,USA,TX,Austin,venture,2014-10-07,2014,"150,000"
MATINAS BIOPHARMA,/organization/matinas-biopharma,Biotechnology,USA,FL,Tarpon Springs,venture,2013-08-07,2013,"7,593,750"
MATINAS BIOPHARMA,/organization/matinas-biopharma,Biotechnology,USA,FL,Tarpon Springs,venture,2013-05-17,2013,"1,000,001"
Matisse Networks,/organization/matisse-networks,Web Hosting,USA,CA,Mountain View,B,2006-07-18,2006,"7,500,000"
Matrix-Bio,/organization/matrix-bio,Biotechnology,USA,IN,Fort Wayne,venture,2011-02-02,2011,"140,000"
MATRIXX Software,/organization/matrixx-software,Software,USA,CA,Mountain View,A,2010-03-11,2010,"9,000,000"
MATRIXX Software,/organization/matrixx-software,Software,USA,CA,Mountain View,B,2011-10-11,2011,"12,000,000"
MATRIXX Software,/organization/matrixx-software,Software,USA,CA,Mountain View,A,2012-07-30,2012,"12,600,000"
MATTER,/organization/matter-2,Health Care,USA,IL,Chicago,venture,2014-11-19,2014,"4,400,000"
Matter and Form,/organization/matter-and-form,Games,CAN,ON,Toronto,seed,2014-08-19,2014,"2,000,000"
MatterFab,/organization/matterfab,Hardware,USA,CA,San Francisco,A,2015-02-23,2015,"7,485,014"
Mattermark,/organization/mattermark,Enterprise Software,USA,CA,San Francisco,seed,2012-10-15,2012,"1,000,000"
Mattermark,/organization/mattermark,Enterprise Software,USA,CA,San Francisco,seed,2013-07-01,2013,"400,000"
Mattermark,/organization/mattermark,Enterprise Software,USA,CA,San Francisco,A,2014-12-16,2014,"6,500,000"
Mattermark,/organization/mattermark,Enterprise Software,USA,CA,San Francisco,seed,2014-06-29,2014,"2,000,000"
Matternet,/organization/matternet,Drones,USA,CA,Menlo Park,angel,2013-11-01,2013,"2,000,000"
Matterport,/organization/matterport,Hardware + Software,USA,CA,Mountain View,seed,2012-01-01,2012,"1,600,000"
Matterport,/organization/matterport,Hardware + Software,USA,CA,Mountain View,A,2013-03-07,2013,"5,600,000"
Matterport,/organization/matterport,Hardware + Software,USA,CA,Mountain View,A,2013-09-12,2013,"2,800,000"
Matterport,/organization/matterport,Hardware + Software,USA,CA,Mountain View,B,2014-07-07,2014,"16,000,000"
Mattersight,/organization/mattersight-corp,Software,USA,IL,Chicago,venture,2012-01-03,2012,"5,999,997"
Mattersight,/organization/mattersight-corp,Software,USA,IL,Chicago,venture,2013-12-13,2013,"6,000,002"
Mature Women's Health Solutions,/organization/mature-womens-health-solutions,Health Care,USA,CA,Los Gatos,venture,2012-10-01,2012,"6,000,000"
Maui Imaging,/organization/maui-imaging,Biotechnology,USA,CA,Sunnyvale,venture,2010-04-19,2010,"980,000"
Maui Imaging,/organization/maui-imaging,Biotechnology,USA,CA,Sunnyvale,venture,2015-01-29,2015,"5,721,000"
Maven,/organization/maven-research,Consulting,USA,CA,San Francisco,seed,2010-07-06,2010,"1,000,000"
Maven,/organization/maven-research,Consulting,USA,CA,San Francisco,A,2012-07-01,2012,"2,000,000"
Mavenir Systems,/organization/mavenir-systems,Enterprise Software,USA,TX,Richardson,A,2006-07-05,2006,"13,000,000"
Mavenir Systems,/organization/mavenir-systems,Enterprise Software,USA,TX,Richardson,B,2007-05-01,2007,"20,500,000"
Mavenir Systems,/organization/mavenir-systems,Enterprise Software,USA,TX,Richardson,C,2008-12-17,2008,"17,500,000"
Mavenir Systems,/organization/mavenir-systems,Enterprise Software,USA,TX,Richardson,D,2010-06-29,2010,"13,600,000"
Mavenir Systems,/organization/mavenir-systems,Enterprise Software,USA,TX,Richardson,E,2011-05-30,2011,"40,000,000"
Mavenir Systems,/organization/mavenir-systems,Enterprise Software,USA,TX,Richardson,F,2013-07-18,2013,"658,362"
Mavenlink,/organization/mavenlink-com,Project Management,USA,CA,Irvine,venture,2011-11-09,2011,"3,900,000"
Mavenlink,/organization/mavenlink-com,Project Management,USA,CA,Irvine,venture,2013-04-26,2013,"2,029,415"
Mavenlink,/organization/mavenlink-com,Project Management,USA,CA,Irvine,C,2013-12-12,2013,"10,100,000"
Mavenlink,/organization/mavenlink-com,Project Management,USA,CA,Irvine,C,2015-02-24,2015,"14,956,000"
Mavent,/organization/mavent,Software,USA,CA,Irvine,venture,2006-09-25,2006,"10,000,000"
Maventus Group Inc,/organization/maventus-media,Social Media Marketing,USA,CA,San Francisco,seed,2010-01-01,2010,"800,000"
Maverick Wine Group LLC.,/organization/maverick-wine-group-llc,Hospitality,USA,CA,Santa Maria,seed,2006-01-01,2006,"150,000"
Maverix Biomics,/organization/maverix-biomics,Biotechnology,USA,CA,San Mateo,A,2014-01-07,2014,"6,000,000"
Mavizon,/organization/mavizon-technologies,Cars,USA,IN,New Albany,angel,2010-01-01,2010,"900,000"
Mavizon,/organization/mavizon-technologies,Cars,USA,IN,New Albany,seed,2010-01-01,2010,"4,000,000"
Mavizon,/organization/mavizon-technologies,Cars,USA,IN,New Albany,angel,2012-01-01,2012,"2,000,000"
Mavrck,/organization/splashscore,Advertising,USA,MA,Boston,angel,2014-04-01,2014,"225,000"
Mavrck,/organization/splashscore,Advertising,USA,MA,Boston,angel,2014-11-13,2014,"310,000"
Mavrck,/organization/splashscore,Advertising,USA,MA,Boston,A,2014-12-17,2014,"2,500,000"
Max Endoscopy,/organization/max-endoscopy,Biotechnology,USA,OH,Macedonia,seed,2010-10-27,2010,"135,000"
Max Endoscopy,/organization/max-endoscopy,Biotechnology,USA,OH,Macedonia,seed,2010-03-09,2010,"250,000"
Max-Viz,/organization/max-viz,Hardware + Software,USA,OR,Portland,A,2008-01-01,2008,"3,000,000"
Maxcyte,/organization/maxcyte,Biotechnology,USA,MD,Gaithersburg,venture,2009-08-31,2009,"1,500,000"
Maxcyte,/organization/maxcyte,Biotechnology,USA,MD,Gaithersburg,venture,2014-12-16,2014,"1,700,000"
Maxeler Technologies,/organization/maxeler-technologies,Web Hosting,USA,CA,Palo Alto,venture,2013-04-18,2013,"1,998,990"
Maximus,/organization/maximus,Business Services,USA,VA,Reston,venture,2010-12-09,2010,"7,926,732"
Maximus Media Worldwide,/organization/maximus-media-worldwide,Advertising,USA,PA,Pittsburgh,seed,2012-06-19,2012,"600,000"
MaxLinear,/organization/maxlinear,Semiconductors,USA,CA,Carlsbad,venture,2007-01-29,2007,"20,000,000"
Maxly,/organization/voodoo-alerts-2,Web Tools,USA,CA,San Diego,seed,2014-10-08,2014,"500,000"
Maxpanda SaaS Software,/organization/maxpanda-saas-software,Software,USA,CA,Santa Monica,seed,2012-10-17,2012,"250,000"
MaxPoint Interactive,/organization/maxpoint-interactive,Advertising,USA,NC,Cary,A,2010-09-14,2010,"3,000,000"
MaxPoint Interactive,/organization/maxpoint-interactive,Advertising,USA,NC,Cary,B,2011-03-01,2011,"8,000,000"
Maxta,/organization/maxta,Software,USA,CA,Sunnyvale,A,2013-11-12,2013,"10,000,000"
Maxta,/organization/maxta,Software,USA,CA,Sunnyvale,B,2014-05-07,2014,"25,000,000"
Maxtena,/organization/maxtena,Mobile,USA,MD,Rockville,seed,2012-11-29,2012,"1,652,571"
Maxtena,/organization/maxtena,Mobile,USA,MD,Rockville,seed,2013-04-01,2013,"1,010,000"
MaxTradeIn.com,/organization/maxtradein-com,Automotive,USA,IN,Indianapolis,angel,2012-12-01,2012,"550,000"
MaxTradeIn.com,/organization/maxtradein-com,Automotive,USA,IN,Indianapolis,seed,2013-06-11,2013,"857,360"
MaxVision,/organization/maxvision,Hardware + Software,USA,AL,Madison,venture,2010-05-11,2010,"2,000,000"
Maxwell Health,/organization/maxwell-health,Employer Benefits Programs,USA,MA,Boston,A,2013-12-17,2013,"6,000,000"
Maxwell Health,/organization/maxwell-health,Employer Benefits Programs,USA,MA,Boston,A,2013-08-05,2013,"2,000,000"
Maxwell Health,/organization/maxwell-health,Employer Benefits Programs,USA,MA,Boston,B,2014-12-04,2014,"26,400,000"
MaxWest Environmental Systems,/organization/maxwest-environmental-systems,Clean Technology,USA,FL,Sanford,A,2008-08-18,2008,"10,000,000"
MaxWest Environmental Systems,/organization/maxwest-environmental-systems,Clean Technology,USA,FL,Sanford,C,2011-04-12,2011,"32,500,000"
Maxymiser,/organization/maxymiser,Internet Marketing,USA,NY,New York,A,2009-01-20,2009,"2,777,360"
Maxymiser,/organization/maxymiser,Internet Marketing,USA,NY,New York,B,2012-01-05,2012,"12,000,000"
Maya Medical,/organization/maya-medical,Medical,USA,CA,Campbell,venture,2011-03-11,2011,"2,370,582"
Maya's Mom,/organization/mayasmom,Social Media,USA,CA,Palo Alto,angel,2006-10-27,2006,"1,000,000"
MAZ,/organization/maz,Mobile,USA,NY,New York,seed,2012-11-14,2012,"1,000,000"
Mazree,/organization/mazree,Enterprise Software,USA,UT,Draper,seed,2011-07-10,2011,"480,000"
Mazu Networks,/organization/mazu-networks,Security,USA,MA,Cambridge,venture,2006-02-07,2006,"7,000,000"
MBA Polymers,/organization/mba-polymers,Clean Technology,USA,CA,Richmond,venture,2007-05-11,2007,"20,000,000"
MBA Polymers,/organization/mba-polymers,Clean Technology,USA,CA,Richmond,F,2008-09-01,2008,"20,000,000"
MBA Polymers,/organization/mba-polymers,Clean Technology,USA,CA,Richmond,venture,2010-09-13,2010,"6,600,000"
MBA Polymers,/organization/mba-polymers,Clean Technology,USA,CA,Richmond,venture,2010-10-21,2010,"25,000,000"
MBA Polymers,/organization/mba-polymers,Clean Technology,USA,CA,Richmond,venture,2011-02-23,2011,"14,600,000"
mBeat Media,/organization/mbeat-media,Mobile,USA,VA,Reston,angel,2008-04-01,2008,"1,500,000"
MBio Diagnostics,/organization/mbio-diagnostics,Biotechnology,USA,CO,Boulder,A,2011-01-06,2011,"1,997,424"
mBlox,/organization/mblox,SMS,USA,CA,Sunnyvale,B,2004-07-09,2004,"10,000,000"
mBlox,/organization/mblox,SMS,USA,CA,Sunnyvale,C,2005-03-09,2005,"7,500,000"
mBlox,/organization/mblox,SMS,USA,CA,Sunnyvale,D,2006-02-23,2006,"25,000,000"
mBlox,/organization/mblox,SMS,USA,CA,Sunnyvale,E,2008-01-28,2008,"22,000,000"
mBlox,/organization/mblox,SMS,USA,CA,Sunnyvale,venture,2011-06-03,2011,"13,842,730"
MBS HOLDINGS,/organization/mbs-holdings,Mobile,USA,AL,Birmingham,venture,2011-02-22,2011,"10,000,000"
MBS HOLDINGS,/organization/mbs-holdings,Mobile,USA,AL,Birmingham,venture,2013-12-20,2013,"27,515,000"
MC10,/organization/mc10,Health and Wellness,USA,MA,Cambridge,A,2010-07-02,2010,"6,208,131"
MC10,/organization/mc10,Health and Wellness,USA,MA,Cambridge,B,2011-08-24,2011,"2,500,000"
MC10,/organization/mc10,Health and Wellness,USA,MA,Cambridge,B,2011-06-28,2011,"12,500,000"
MC10,/organization/mc10,Health and Wellness,USA,MA,Cambridge,venture,2012-01-26,2012,"2,000,000"
MC10,/organization/mc10,Health and Wellness,USA,MA,Cambridge,C,2012-12-17,2012,"10,000,000"
MC10,/organization/mc10,Health and Wellness,USA,MA,Cambridge,C,2013-04-18,2013,"8,000,000"
MC10,/organization/mc10,Health and Wellness,USA,MA,Cambridge,venture,2014-01-02,2014,"20,000,000"
McGinley Innovations,/organization/mcginley-innovations,Biotechnology,USA,WY,Casper,seed,2012-10-24,2012,"505,000"
McGinley Innovations,/organization/mcginley-innovations,Biotechnology,USA,WY,Casper,venture,2013-12-23,2013,"800,000"
mChron,/organization/mchron,Software,USA,CA,Palo Alto,seed,2012-02-08,2012,"650,000"
"MCube, Inc",/organization/mcube-inc,Semiconductors,USA,CA,San Jose,C,2014-06-25,2014,"37,000,000"
MD Insider,/organization/md-insider,Doctors,USA,CA,Santa Monica,seed,2012-02-01,2012,"450,000"
MD Insider,/organization/md-insider,Doctors,USA,CA,Santa Monica,seed,2013-10-01,2013,"850,000"
MD Insider,/organization/md-insider,Doctors,USA,CA,Santa Monica,seed,2014-11-05,2014,"1,500,000"
MD On-Line,/organization/md-on-line,Biotechnology,USA,NJ,Parsippany,venture,2011-05-18,2011,"12,000,000"
MD Revolution,/organization/md-revolution,Mobile,USA,CA,La Jolla,B,2014-02-13,2014,"7,000,000"
MD SolarSciences,/organization/md-solarsciences,Biotechnology,USA,CT,Norwalk,venture,2013-06-14,2013,"2,227,004"
MD Synergy Solutions,/organization/md-synergy-solutions,Health and Wellness,USA,CA,Woodland Hills,venture,2010-11-15,2010,"8,080,800"
MD Synergy Solutions,/organization/md-synergy-solutions,Health and Wellness,USA,CA,Woodland Hills,seed,2013-01-25,2013,"800,000"
MD-IT,/organization/md-it,Software,USA,CO,Boulder,B,2009-01-12,2009,"11,000,000"
MD-IT,/organization/md-it,Software,USA,CO,Boulder,venture,2009-09-15,2009,"411,705"
MD-IT,/organization/md-it,Software,USA,CO,Boulder,venture,2010-03-26,2010,"131,600"
Md7,/organization/md7,Finance,USA,CA,San Diego,venture,2010-11-10,2010,"50,000,000"
MDCapsule,/organization/mdcapsule,Health and Wellness,USA,MA,Cambridge,seed,2012-06-21,2012,"150,000"
mDialog,/organization/mdialog,Advertising,CAN,ON,Toronto,angel,2007-10-31,2007,"3,150,000"
mDialog,/organization/mdialog,Advertising,CAN,ON,Toronto,A,2011-09-28,2011,"4,877,970"
MDLIVE,/organization/mdlive,Health Care,USA,FL,Fort Lauderdale,venture,2014-01-22,2014,"23,600,000"
MdotLabs,/organization/m-labs,Analytics,USA,WI,Madison,seed,2013-11-13,2013,"1,250,000"
MDSave,/organization/mdsave,Curated Web,USA,TN,Brentwood,seed,2012-05-31,2012,"3,400,000"
MDSave,/organization/mdsave,Curated Web,USA,TN,Brentwood,seed,2014-06-17,2014,"2,000,000"
MDxHealth,/organization/mdxhealth,Biotechnology,USA,CA,Irvine,A,2013-06-25,2013,"23,600,000"
Me!Box Media,/organization/me-box-media,Advertising,USA,IN,Indianapolis,angel,2010-06-01,2010,"500,000"
ME911,/organization/me911,Health and Wellness,USA,CA,San Francisco,A,2008-05-12,2008,"435,000"
ME911,/organization/me911,Health and Wellness,USA,CA,San Francisco,venture,2010-01-01,2010,"1,250,000"
Meadow,/organization/meadow,Content Delivery,USA,CA,San Francisco,seed,2014-12-01,2014,"120,000"
Meal Ticket,/organization/meal-ticket,Restaurants,USA,ID,Boise,A,2013-12-01,2013,"750,000"
Meal Ticket,/organization/meal-ticket,Restaurants,USA,ID,Boise,A,2013-04-01,2013,"750,000"
Meal Ticket,/organization/meal-ticket,Restaurants,USA,ID,Boise,venture,2014-01-02,2014,"560,000"
Meal Ticket,/organization/meal-ticket,Restaurants,USA,ID,Boise,venture,2014-11-17,2014,"474,959"
Mealski,/organization/mealski,iOS,USA,IN,Indianapolis,seed,2014-03-01,2014,"100,000"
MEARS Technologies,/organization/mears-technologies,Semiconductors,USA,MA,Newton,venture,2011-12-22,2011,"1,400,000"
MEARS Technologies,/organization/mears-technologies,Semiconductors,USA,MA,Newton,venture,2011-08-12,2011,"7,030,758"
Measurabl,/organization/measurabl,Data Integration,USA,CA,San Diego,seed,2014-09-02,2014,"2,000,000"
Measurabl,/organization/measurabl,Data Integration,USA,CA,San Diego,venture,2015-01-11,2015,"2,300,000"
Measy,/organization/measy,Software,USA,CA,San Francisco,seed,2008-12-01,2008,"200,000"
Measy,/organization/measy,Software,USA,CA,San Francisco,seed,2010-06-01,2010,"100,000"
MEC Dynamics,/organization/mec-dynamics,Health Care,USA,CA,San Jose,venture,2013-05-16,2013,"9,549,115"
Mechanology,/organization/mechanology,Clean Technology,USA,MA,Attleboro Falls,venture,2011-06-03,2011,"8,258,160"
"Mechio, Inc. (DBA Motiv)",/organization/mechio,Hardware + Software,USA,CA,San Francisco,seed,2014-03-12,2014,"1,225,000"
MECLUB,/organization/meclub,Networking,USA,CA,Menlo Park,seed,2013-12-15,2013,"100,000"
Med Aesthetics Group,/organization/med-aesthetics-group,Marketplaces,USA,CA,Los Angeles,seed,2013-01-01,2013,"100,000"
Med fusion,/organization/med-fusion,Health and Wellness,USA,TX,Lewisville,venture,2014-01-16,2014,"61,245,000"
Med-Tek,/organization/med-tek,Health and Wellness,USA,CA,Foothill Ranch,venture,2010-11-15,2010,"1,372,500"
Med-Tek,/organization/med-tek,Health and Wellness,USA,CA,Foothill Ranch,venture,2012-05-30,2012,"6,620,512"
Med-Tek,/organization/med-tek,Health and Wellness,USA,CA,Foothill Ranch,venture,2014-06-12,2014,"6,000,000"
Med-Tek,/organization/med-tek,Health and Wellness,USA,CA,Foothill Ranch,venture,2014-08-06,2014,"1,500,000"
Med-Tek,/organization/med-tek,Health and Wellness,USA,CA,Foothill Ranch,venture,2015-03-13,2015,"550,000"
Medacheck LLC,/organization/medacheck-llc,Software,USA,OH,Cincinnati,A,2015-03-06,2015,"1,150,000"
MedAdherence,/organization/medadherence,Mobile,USA,CT,Norwalk,seed,2011-12-27,2011,"150,000"
MedAdherence,/organization/medadherence,Mobile,USA,CT,Norwalk,venture,2013-02-04,2013,"200,000"
Medallia,/organization/medallia,Customer Service,USA,CA,Palo Alto,A,2012-09-27,2012,"35,000,000"
Medallia,/organization/medallia,Customer Service,USA,CA,Palo Alto,B,2013-02-01,2013,"20,000,000"
Medallia,/organization/medallia,Customer Service,USA,CA,Palo Alto,C,2014-08-18,2014,"50,000,000"
Medallion Analytics Software,/organization/medallion-analytics-software,Analytics,USA,PA,Pittsburgh,venture,2010-05-05,2010,"400,000"
Medallion Analytics Software,/organization/medallion-analytics-software,Analytics,USA,PA,Pittsburgh,venture,2011-01-11,2011,"250,000"
Medallion Analytics Software,/organization/medallion-analytics-software,Analytics,USA,PA,Pittsburgh,venture,2011-08-02,2011,"1,100,000"
Medallion Analytics Software,/organization/medallion-analytics-software,Analytics,USA,PA,Pittsburgh,venture,2012-07-12,2012,"295,772"
Medallion Analytics Software,/organization/medallion-analytics-software,Analytics,USA,PA,Pittsburgh,venture,2014-01-29,2014,"1,500,000"
Medallion Learning,/organization/medallion-learning,Education,USA,ME,Northern Washington Co,venture,2014-03-30,2014,"500,000"
Medalogix,/organization/medalogix,Web CMS,USA,TN,Nashville,seed,2012-06-17,2012,"300,000"
Medalogix,/organization/medalogix,Web CMS,USA,TN,Nashville,A,2014-08-22,2014,"5,000,000"
MedAptus,/organization/medaptus,Software,USA,MA,Boston,venture,2009-03-19,2009,"6,000,000"
MEDArchon,/organization/medarchon,Biotechnology,USA,TN,Nashville,venture,2013-05-03,2013,"225,000"
MedAvail,/organization/medavail,Biotechnology,CAN,ON,Mississauga,venture,2011-01-13,2011,"7,082,152"
MedAvail,/organization/medavail,Biotechnology,CAN,ON,Mississauga,C,2014-10-16,2014,"30,000,000"
MedAware Systems,/organization/medaware-systems,Health Care,USA,CO,Boulder,venture,2014-04-26,2014,"200,000"
